StationCode,isSWMP,DateTimeStamp,Date,Time,Epoch,TimeFrame,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO23F,F_NO23F,CHLA_N,F_CHLA_N
gndbhnut,P,8/19/2009 17:21,8/19/2009,17:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.213,<0>  ,0.081,<0>  ,1.64,<0>  
gndpcnut,P,8/19/2009 17:40,8/19/2009,17:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.068,<0>  ,4.79,<0>  
gndpcnut,P,8/19/2009 17:41,8/19/2009,17:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.081,<0>  ,4.69,<0>  
gndblnut,P,8/19/2009 17:50,8/19/2009,17:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.045,<0>  ,0.09,<0>  ,2.79,<0>  
gndblnut,P,8/19/2009 17:51,8/19/2009,17:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.043,<0>  ,0.01,<-4> [SBL] ,2.64,<0>  
gndbnnut,S,8/19/2009 18:00,8/19/2009,18:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.042,<0>  ,0.01,<-4> [SBL] ,1.14,<0>  
gndbnnut,S,8/19/2009 18:01,8/19/2009,18:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.067,<0>  ,0.033,<0>  ,1.04,<0>  
gndbcnut,P,8/19/2009 18:10,8/19/2009,18:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.062,<0>  ,0.088,<0>  ,1.04,<0>  
gndbcnut,P,8/19/2009 18:11,8/19/2009,18:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.08,<0>  ,0.088,<0>  ,0.88,<0>  
gndbhnut,P,9/15/2009 15:55,9/15/2009,15:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.08,<0>  
gndbhnut,P,9/15/2009 15:56,9/15/2009,15:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.3,<0>  
gndbhnut,P,9/15/2009 16:00,9/15/2009,16:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.033,<0>  ,0.01,<-4> [SBL] ,0.58,<0>  
gndbhnut,P,9/15/2009 16:01,9/15/2009,16:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,0.82,<0>  
gndpcnut,P,9/15/2009 16:45,9/15/2009,16:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.39,<0>  
gndpcnut,P,9/15/2009 16:46,9/15/2009,16:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.015,<0>  ,0.01,<-4> [SBL] ,3.83,<0>  
gndblnut,P,9/15/2009 17:00,9/15/2009,17:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.021,<0>  ,3.05,<0>  
gndblnut,P,9/15/2009 17:01,9/15/2009,17:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.023,<0>  ,2.55,<0>  
gndbnnut,S,9/15/2009 17:10,9/15/2009,17:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.017,<0>  ,0.024,<0>  ,1.19,<0>  
gndbnnut,S,9/15/2009 17:11,9/15/2009,17:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.025,<0>  ,0.016,<0>  ,1.18,<0>  
gndbcnut,P,9/15/2009 17:25,9/15/2009,17:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.036,<0>  ,0.01,<-4> [SBL] ,1.73,<0>  
gndbcnut,P,9/15/2009 17:26,9/15/2009,17:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.019,<0>  ,0.026,<0>  ,1.29,<0>  
gndbnnut,S,10/21/2009 9:40,10/21/2009,9:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,1.07,<0>  
gndbnnut,S,10/21/2009 9:41,10/21/2009,9:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.42,<0>  
gndblnut,P,10/21/2009 9:50,10/21/2009,9:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.39,<0>  
gndblnut,P,10/21/2009 9:51,10/21/2009,9:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.32,<0>  
gndbcnut,P,10/21/2009 10:15,10/21/2009,10:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.19,<0>  
gndbcnut,P,10/21/2009 10:16,10/21/2009,10:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.03,<0>  ,0.01,<-4> [SBL] ,4.6,<0>  
gndpcnut,P,10/21/2009 10:40,10/21/2009,10:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.032,<0>  ,0.01,<-4> [SBL] ,2.8,<0>  
gndpcnut,P,10/21/2009 10:41,10/21/2009,10:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.018,<0>  ,3.56,<0>  
gndbhnut,P,10/21/2009 11:25,10/21/2009,11:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2,<0>  
gndbhnut,P,10/21/2009 11:26,10/21/2009,11:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.021,<0>  ,0.01,<-4> [SBL] ,4.19,<0>  
gndbhnut,P,10/21/2009 11:30,10/21/2009,11:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.044,<0>  ,0.81,<0>  
gndbhnut,P,10/21/2009 11:31,10/21/2009,11:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.024,<0>  ,0.038,<0>  ,0.98,<0>  
gndblnut,P,11/17/2009 10:40,11/17/2009,10:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.58,<0>  
gndblnut,P,11/17/2009 10:41,11/17/2009,10:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.014,<0>  ,0.01,<-4> [SBL] ,0.9,<0>  
gndbnnut,S,11/17/2009 10:50,11/17/2009,10:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,0.57,<0>  
gndbnnut,S,11/17/2009 10:51,11/17/2009,10:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,0.53,<0>  
gndbcnut,P,11/17/2009 11:00,11/17/2009,11:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,2.76,<1> [SRD] 
gndbcnut,P,11/17/2009 11:01,11/17/2009,11:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.01,<-4> [SBL] ,0.92,<1> [SRD] 
gndpcnut,P,11/17/2009 11:40,11/17/2009,11:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.27,<1> [SRD] 
gndpcnut,P,11/17/2009 11:41,11/17/2009,11:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.015,<0>  ,0.01,<-4> [SBL] ,0.73,<1> [SRD] 
gndbhnut,P,11/17/2009 12:05,11/17/2009,12:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.076,<0>  ,0.01,<-4> [SBL] ,0.17,<0>  
gndbhnut,P,11/17/2009 12:06,11/17/2009,12:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.029,<0>  ,0.01,<-4> [SBL] ,0.55,<0>  
gndbhnut,P,11/17/2009 12:10,11/17/2009,12:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.032,<0>  ,0.01,<-4> [SBL] ,6.83,<0>  
gndbhnut,P,11/17/2009 12:11,11/17/2009,12:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.033,<0>  ,0.01,<-4> [SBL] ,3.93,<0>  
gndbcnut,P,12/15/2009 10:05,12/15/2009,10:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.032,<0>  ,0.011,<0>  ,1.33,<0>  
gndbcnut,P,12/15/2009 10:06,12/15/2009,10:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.026,<0>  ,0.011,<0>  ,1.93,<0>  
gndbnnut,S,12/15/2009 10:15,12/15/2009,10:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.152,<1> [SRD] ,0.01,<0>  ,0.79,<0>  
gndbnnut,S,12/15/2009 10:16,12/15/2009,10:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.049,<1> [SRD] ,0.01,<-4> [SBL] ,0.83,<0>  
gndblnut,P,12/15/2009 10:20,12/15/2009,10:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.11,<0>  ,0.01,<-4> [SBL] ,3.91,<0>  
gndblnut,P,12/15/2009 10:21,12/15/2009,10:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.059,<0>  ,0.01,<-4> [SBL] ,2.7,<0>  
gndpcnut,P,12/15/2009 10:30,12/15/2009,10:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.022,<0>  ,0.01,<-4> [SBL] ,10.13,<0>  
gndpcnut,P,12/15/2009 10:31,12/15/2009,10:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.122,<0>  ,0.01,<-4> [SBL] ,12.93,<0>  
gndbhnut,P,12/15/2009 10:45,12/15/2009,10:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,0.38,<0>  
gndbhnut,P,12/15/2009 10:46,12/15/2009,10:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.018,<0>  ,0.01,<-4> [SBL] ,0.38,<0>  
gndbhnut,P,12/15/2009 10:50,12/15/2009,10:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.019,<0>  ,0.01,<-4> [SBL] ,0.33,<0>  
gndbhnut,P,12/15/2009 10:51,12/15/2009,10:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.026,<0>  ,0.01,<-4> [SBL] ,0.51,<0>  
gndbnnut,S,1/26/2010 8:20,1/26/2010,8:20,QY,NI,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbnnut,S,1/26/2010 8:20,1/26/2010,8:20,QY,NI,1,2,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndblnut,P,1/26/2010 8:25,1/26/2010,8:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.056,<0>  ,0.072,<0>  ,10.61,<0>  
gndblnut,P,1/26/2010 8:26,1/26/2010,8:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.056,<0>  ,0.07,<0>  ,11.06,<0>  
gndpcnut,P,1/26/2010 8:35,1/26/2010,8:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.06,<0>  ,0.072,<0>  ,7.17,<0>  
gndpcnut,P,1/26/2010 8:36,1/26/2010,8:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.06,<0>  ,0.07,<0>  ,7.92,<0>  
gndbcnut,P,1/26/2010 8:50,1/26/2010,8:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.083,<0>  ,0.086,<0>  ,16.57,<0>  
gndbcnut,P,1/26/2010 8:51,1/26/2010,8:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.084,<0>  ,0.076,<0>  ,10.17,<0>  
gndbhnut,P,1/26/2010 9:30,1/26/2010,9:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.077,<0>  ,0.078,<0>  ,0.68,<0>  
gndbhnut,P,1/26/2010 9:31,1/26/2010,9:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.074,<0>  ,0.078,<0>  ,0.76,<0>  
gndbhnut,P,1/26/2010 9:35,1/26/2010,9:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.196,<0>  ,0.071,<0>  ,2.9,<0>  
gndbhnut,P,1/26/2010 9:36,1/26/2010,9:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.196,<0>  ,0.077,<0>  ,2.94,<0>  
gndbnnut,S,2/23/2010 4:45,2/23/2010,4:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.13,<0>  
gndbnnut,S,2/23/2010 4:45,2/23/2010,4:45,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.41,<0>  
gndblnut,P,2/23/2010 5:10,2/23/2010,5:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.04,<0>  
gndblnut,P,2/23/2010 5:11,2/23/2010,5:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.59,<0>  
gndbcnut,P,2/23/2010 5:20,2/23/2010,5:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<0>  ,17.7,<0>  
gndbcnut,P,2/23/2010 5:21,2/23/2010,5:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.011,<0>  ,13.86,<0>  
gndpcnut,P,2/23/2010 5:35,2/23/2010,5:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.014,<0>  ,19.18,<0>  
gndpcnut,P,2/23/2010 5:36,2/23/2010,5:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.018,<0>  ,19.7,<0>  
gndbhnut,P,2/23/2010 6:00,2/23/2010,6:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.021,<0>  ,0.055,<0>  ,1.42,<0>  
gndbhnut,P,2/23/2010 6:01,2/23/2010,6:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.019,<0>  ,0.042,<0>  ,1.43,<0>  
gndbhnut,P,2/23/2010 6:05,2/23/2010,6:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.043,<0>  ,0.02,<0>  ,15.49,<0>  
gndbhnut,P,2/23/2010 6:06,2/23/2010,6:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.041,<0>  ,0.018,<0>  ,15.33,<0>  
gndbnnut,S,3/25/2010 6:15,3/25/2010,6:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.37,<0>  
gndbnnut,S,3/25/2010 6:15,3/25/2010,6:15,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.5,<0>  
gndblnut,P,3/25/2010 6:20,3/25/2010,6:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.39,<0>  
gndblnut,P,3/25/2010 6:21,3/25/2010,6:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.014,<0>  ,0.01,<-4> [SBL] ,6.48,<0>  
gndbcnut,P,3/25/2010 6:40,3/25/2010,6:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.01,<-4> [SBL] ,9.06,<0>  
gndbcnut,P,3/25/2010 6:41,3/25/2010,6:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.77,<0>  
gndpcnut,P,3/25/2010 6:50,3/25/2010,6:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.83,<0>  
gndpcnut,P,3/25/2010 6:51,3/25/2010,6:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.43,<0>  
gndbhnut,P,3/25/2010 7:00,3/25/2010,7:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.08,<0>  ,0.01,<-4> [SBL] ,3.86,<0>  
gndbhnut,P,3/25/2010 7:01,3/25/2010,7:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.079,<0>  ,0.01,<-4> [SBL] ,5.21,<0>  
gndbhnut,P,3/25/2010 7:10,3/25/2010,7:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.042,<0>  ,0.01,<-4> [SBL] ,1.15,<0>  
gndbhnut,P,3/25/2010 7:11,3/25/2010,7:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.22,<0>  
gndpcnut,P,4/25/2010 4:30,4/25/2010,4:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.11,<0>  
gndpcnut,P,4/25/2010 4:31,4/25/2010,4:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.39,<0>  
gndbnnut,S,4/25/2010 4:40,4/25/2010,4:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.65,<0>  
gndbnnut,S,4/25/2010 4:40,4/25/2010,4:40,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.66,<0>  
gndblnut,P,4/25/2010 4:45,4/25/2010,4:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.56,<0>  
gndblnut,P,4/25/2010 4:46,4/25/2010,4:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.48,<0>  
gndbcnut,P,4/25/2010 5:00,4/25/2010,5:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.8,<0>  
gndbcnut,P,4/25/2010 5:01,4/25/2010,5:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.74,<0>  
gndbhnut,P,4/25/2010 5:25,4/25/2010,5:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.2,<0>  
gndbhnut,P,4/25/2010 5:26,4/25/2010,5:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.11,<0>  
gndbhnut,P,4/25/2010 5:30,4/25/2010,5:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.39,<0>  
gndbhnut,P,4/25/2010 5:31,4/25/2010,5:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.38,<0>  
gndbnnut,S,5/25/2010 4:50,5/25/2010,4:50,QY,NI,1,1,,0.032,<0>  ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,2.2,<0>  
gndbnnut,S,5/25/2010 4:50,5/25/2010,4:50,QY,NI,1,2,,0.033,<0>  ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,2.04,<0>  
gndblnut,P,5/25/2010 4:55,5/25/2010,4:55,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,6.04,<0>  
gndblnut,P,5/25/2010 4:56,5/25/2010,4:56,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,4.89,<0>  
gndpcnut,P,5/25/2010 5:05,5/25/2010,5:05,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,5.18,<0>  
gndpcnut,P,5/25/2010 5:06,5/25/2010,5:06,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,5.35,<0>  
gndbcnut,P,5/25/2010 5:15,5/25/2010,5:15,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,6.93,<0>  
gndbcnut,P,5/25/2010 5:16,5/25/2010,5:16,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,6.33,<0>  
gndbhnut,P,5/25/2010 6:50,5/25/2010,6:50,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,1.94,<0>  
gndbhnut,P,5/25/2010 6:51,5/25/2010,6:51,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,2.12,<0>  
gndbhnut,P,5/25/2010 6:55,5/25/2010,6:55,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,2.48,<0>  
gndbhnut,P,5/25/2010 6:56,5/25/2010,6:56,QY,NI,1,2,,0.01,<-4> [SBL] ,,<-2> [GDM] (CSM) ,,<-2> [GDM] (CSM) ,2.4,<0>  
gndpcnut,P,6/21/2010 14:25,6/21/2010,14:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.1,<0>  
gndpcnut,P,6/21/2010 14:26,6/21/2010,14:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.18,<0>  
gndbnnut,S,6/21/2010 14:40,6/21/2010,14:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.05,<0>  
gndbnnut,S,6/21/2010 14:40,6/21/2010,14:40,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.89,<0>  
gndblnut,P,6/21/2010 14:45,6/21/2010,14:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.11,<0>  
gndblnut,P,6/21/2010 14:46,6/21/2010,14:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.73,<0>  
gndbcnut,P,6/21/2010 15:00,6/21/2010,15:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.019,<0>  ,0.01,<-4> [SBL] ,4.61,<0>  
gndbcnut,P,6/21/2010 15:01,6/21/2010,15:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,4.73,<0>  
gndbhnut,P,6/21/2010 15:25,6/21/2010,15:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,2.87,<0>  
gndbhnut,P,6/21/2010 15:26,6/21/2010,15:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.12,<0>  
gndbhnut,P,6/21/2010 15:30,6/21/2010,15:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.076,<0>  ,0.01,<-4> [SBL] ,2.65,<0>  
gndbhnut,P,6/21/2010 15:31,6/21/2010,15:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.076,<0>  ,0.01,<-4> [SBL] ,5.77,<0>  
gndpcnut,P,7/21/2010 16:20,7/21/2010,16:20,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-3> [GQD] ,0.061,<0>  ,11.18,<0>  
gndpcnut,P,7/21/2010 16:21,7/21/2010,16:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.056,<0>  ,9.74,<0>  
gndbnnut,S,7/21/2010 16:30,7/21/2010,16:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.054,<0>  ,0.01,<-4> [SBL] ,4.55,<0>  
gndbnnut,S,7/21/2010 16:30,7/21/2010,16:30,QY,NI,1,2,,0.01,<-4> [SBL] ,0.05,<0>  ,0.01,<-4> [SBL] ,3.42,<0>  
gndblnut,P,7/21/2010 16:35,7/21/2010,16:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.22,<0>  
gndblnut,P,7/21/2010 16:36,7/21/2010,16:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.18,<0>  
gndbcnut,P,7/21/2010 16:50,7/21/2010,16:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,7.78,<0>  
gndbcnut,P,7/21/2010 16:51,7/21/2010,16:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.73,<0>  
gndbhnut,P,7/21/2010 17:25,7/21/2010,17:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.036,<0>  ,0.033,<0>  ,32.98,<0>  
gndbhnut,P,7/21/2010 17:26,7/21/2010,17:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.024,<0>  ,47.8,<0>  
gndbhnut,P,7/21/2010 17:30,7/21/2010,17:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.065,<0>  ,0.025,<0>  ,19.79,<0>  
gndbhnut,P,7/21/2010 17:31,7/21/2010,17:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.041,<0>  ,0.078,<0>  ,21.16,<0>  
gndpcnut,P,8/18/2010 15:00,8/18/2010,15:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,11.65,<0>  
gndpcnut,P,8/18/2010 15:01,8/18/2010,15:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.23,<0>  
gndbcnut,P,8/18/2010 15:10,8/18/2010,15:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.043,<0>  ,0.018,<0>  ,4.07,<0>  
gndbcnut,P,8/18/2010 15:11,8/18/2010,15:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.056,<0>  ,0.01,<-4> [SBL] ,4.26,<0>  
gndbnnut,S,8/18/2010 15:30,8/18/2010,15:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.03,<0>  ,0.01,<-4> [SBL] ,4.49,<0>  
gndbnnut,S,8/18/2010 15:30,8/18/2010,15:30,QY,NI,1,2,,0.01,<-4> [SBL] ,0.031,<0>  ,0.01,<-4> [SBL] ,5.52,<0>  
gndblnut,P,8/18/2010 15:35,8/18/2010,15:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.63,<0>  
gndblnut,P,8/18/2010 15:36,8/18/2010,15:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.01,<0>  
gndbhnut,P,8/18/2010 16:10,8/18/2010,16:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.019,<0>  ,,<-3> [SRD] ,0.28,<0>  
